Company name;Sector;Country headquarters;Country of alleged abuses;Day;Month;Year;Summary;Issue;Responded;Link to company response;Link to company page
BP;Oil, gas & coal;United Kingdom;USA;18;Nov;2010;USA: Health problems of residents, fisherman, cleanup workers allegedly linked to dispersants used by BP following Gulf oil spill;Health: General (including workplace health & safety);Yes;https://www.business-humanrights.org/en/bp-response-re-alleged-health-impacts-of-dispersants-used-in-cleanup-of-oil-spill-in-us-gulf;https://www.business-humanrights.org/en/bp
BP;Oil, gas & coal;United Kingdom;Azerbaijan | Georgia | Turkey | United Kingdom;04;Apr;2005;Turkey: Human rights abuses incl. unfair trial related to BP's Baku-Tbilisi-Ceyhan pipeline, according to report by Friends of the Earth & other NGOs;Environment: General;Yes;https://www.business-humanrights.org/en/bp-statement-in-response-to-report-on-social-environmental-impacts-of-baku-tbilisi-ceyhan-btc-oil-pipeline-by-kurdish-human-rights-project-the-corner-house-friends-of-the-earth;https://www.business-humanrights.org/en/bp
BP;Oil, gas & coal;United Kingdom;Indonesia;16;Feb;2005;Tangguh gas project, West Papua: 300 NGOs & individuals raise human rights concerns with BP CEO;Environment: General | Security issues & conflict zones: General | Access to information | Disclosure/use of payments to govts. | Impact assessment;Yes;https://www.business-humanrights.org/en/response-by-bp-bp-tangguh-natural-gas-project-failing-to-meet-its-human-rights-commitments-say-300-stakeholders-in-letter-to-bp’s-ceo;https://www.business-humanrights.org/en/bp
Bridgestone;Tire;Japan;Brazil;17;Aug;2016;Brazil: Concerns around restrictions on freedom of expression during the Olympics, sponsors comment;Denial of freedom of expression | Protests;Yes;https://www.business-humanrights.org/en/bridgestone-0;https://www.business-humanrights.org/en/bridgestone
Brikel EAD ;Energy;Bulgaria;Bulgaria;26;Feb;2018;"Bulgaria: Govt. & domestic banks allegedly support coal mining & energy companies accused of labour rights abuses & environmental pollution; includes comments by banks & govt.";Environment: General | Labour: General;No;https://www.business-humanrights.org/en/brikel-ead-did-not-respond;https://www.business-humanrights.org/en/brikel-ead
Brio;Toy;Sweden;China;13;Jun;2005;China: Report alleges violations of workers' rights at toy factories;"Health: General (including workplace health & safety) | Labour: General | Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/en/statement-from-brio-in-response-to-swedwatch-and-fair-trade-center-report-easy-to-manage-on-labour-conditions-in-china;https://www.business-humanrights.org/en/brio
Bristol-Myers Squibb;Pharmaceutical;USA;South Africa;17;Feb;2014;Allegations of pharmaceutical group's planned opposition to So. Africa reforms to increase access to medicines;Access to medicines;Yes;https://www.business-humanrights.org/en/response-by-bristol-myers-squibb-allegations-of-pharmaceutical-groups-planned-opposition-to-so-africa-reforms-to-increase-access-to-medicines;https://www.business-humanrights.org/en/bristol-myers-squibb
Bristol-Myers Squibb;Pharmaceutical;USA;Africa: General | Americas: General | Asia & Pacific: General;12;Dec;2007;"Oxfam report ""Investing for Life"": Company responses & Oxfam rejoinder";Poverty/Development/Economic & social rights: General | Access to medicines | Intellectual property;No;https://www.business-humanrights.org/en/bristol-myers-squibb-did-not-respond-to-oxfam-report-investing-for-life-says-drug-companies-not-doing-enough-to-provide-access-to-medicines-for-the-poor-makes-recommendations-for;https://www.business-humanrights.org/en/bristol-myers-squibb
Bristol-Myers Squibb;Pharmaceutical;USA;USA;13;Sep;2006;ICCR AIDS report & responses;Health: General (including workplace health & safety) | HIV/AIDS;Yes;https://www.business-humanrights.org/en/response-by-bristol-myers-squibb-interfaith-center-on-corporate-responsibility-rates-15-pharmaceutical-firms-on-hivaids-including-bristol-myers-squibb-finds-none-has-comprehensive;https://www.business-humanrights.org/en/bristol-myers-squibb
Bristol-Myers Squibb;Pharmaceutical;USA;Guatemala;12;Apr;2005;Guatemala: HIV patients protest new trade laws urged by USA that restrict access to generic medicines - Bristol-Myers Squibb says patent protections needed to fuel innovation;Health: General (including workplace health & safety) | Access to medicines | Illness;Yes;https://www.business-humanrights.org/en/bristol-myers-squibb-statement-on-access-to-medicines;https://www.business-humanrights.org/en/bristol-myers-squibb
British American Tobacco;Tobacco;United Kingdom;Burundi | Kenya;23;May;2016;"Africa: Activists claim corruption by British American Tobacco officials may have put lives at risk; company responds";Deaths;Yes;https://www.business-humanrights.org/en/british-american-tobaccos-response;https://www.business-humanrights.org/en/british-american-tobacco
British American Tobacco;Tobacco;United Kingdom;Nigeria;16;May;2014;"Nigeria: Farmers allege British America Tobacco 'putting them in modern slavery'; claim child labour used to reduce costs as a result";Slavery | Health: General (including workplace health & safety) | Child labour;Yes;https://www.business-humanrights.org/en/response-by-british-american-tobacco-re-allegations-of-the-exploitation-of-farmers-in-nigeria;https://www.business-humanrights.org/en/british-american-tobacco
British American Tobacco;Tobacco;United Kingdom;Malawi;16;Jan;2014;Malawi: Documentary on how child labour in tobacco farms compromises children's health & education - manufacturers insist they are against practice;;Yes;https://www.business-humanrights.org/en/response-by-british-american-tobacco-re-alleged-child-labour-in-tobacco-farms-in-malawi;https://www.business-humanrights.org/en/british-american-tobacco
British American Tobacco;Tobacco;United Kingdom;China;29;Apr;2005;"NGO report alleges British American Tobacco used corporate social responsibility to try to ""block anti-smoking initiatives""";Deaths | Health: General (including workplace health & safety) | Illness;Yes;https://www.business-humanrights.org/en/british-american-tobacco-bat-statement-in-response-to-“bat-in-its-own-words”-report-by-christian-aid-action-on-smoking-and-health-friends-of-the-earth;https://www.business-humanrights.org/en/british-american-tobacco
Broadspectrum (formerly Transfield Services);Security companies;Australia;Australia;20;Mar;2018;Australia: Concerns raised about potential health hazards of mould outbreak at offshore immigration detention centre operated by Broadspectrum on Nauru;Health: General (including workplace health & safety);Yes;https://www.business-humanrights.org/en/broadspectrums-company-response;https://www.business-humanrights.org/en/broadspectrum-formerly-transfield-services
Broadspectrum (formerly Transfield Services);Security companies;Australia;Australia;05;Dec;2016;Australia Institute urges Norges Bank to divest from offshore centres over alleged arbitrary detention & human rights abuse of asylum seekers & refugees;Arbitrary detention;Yes;https://www.business-humanrights.org/en/response-by-broadspectrum;https://www.business-humanrights.org/en/broadspectrum-formerly-transfield-services
Brookfield;Construction;Brazil;Brazil;06;Oct;2014;"Brasil: Campanha de ONGs contra trabalho análogo a escravo em construtoras; inclui respostas das empresas";Slavery | Health: General (including workplace health & safety) | Forced labour & modern slavery;Yes;https://www.business-humanrights.org/pt/resposta-da-brookfield-à-réplica-da-campanha-de-ongs;https://www.business-humanrights.org/en/brookfield
Brookfield;Construction;Brazil;Brazil;29;Jul;2014;"Brasil: Campanha de ONGs contra trabalho análogo a escravo em construtoras; inclui respostas das empresas";Slavery | Health: General (including workplace health & safety) | Forced labour & modern slavery;Yes;https://www.business-humanrights.org/pt/resposta-da-brookfield;https://www.business-humanrights.org/en/brookfield
BT;Technology, telecom & electronics;United Kingdom;Israel & Occupied Palestinian Territories;22;Mar;2011;"Israel/Occupied Territories: NGOs urge BT to ""disconnect"" from Bezeq – say it provides telecom service to illegal Israeli settlements that ""violate human rights of Palestinians""";Complicity | Discrimination/diversity: General | Security issues & conflict zones: General;Yes;https://www.business-humanrights.org/en/bt-response-regarding-allegations-of-complicity-with-israel’s-breaches-of-international-law-and-human-rights;https://www.business-humanrights.org/en/bt
BUCC International Wood Industrial;Logging & lumber;China;Guyana;05;Sep;2007;Guyana: Alleged safety & labour abuses by Chinese-owned wood processing factory;;Yes;https://www.business-humanrights.org/en/response-by-bucc-international-wood-industrial-allegations-of-safety-labour-abuses-at-wood-processing-factory-co-owned-by-bucc;https://www.business-humanrights.org/en/bucc-international-wood-industrial
Budweiser (part of Anheuser-Busch InBev);Food & beverage;USA;Qatar;27;May;2015;Companies asked to respond to questions on their sponsorship of FIFA and human rights;Migrant & immigrant workers | Forced labour & modern slavery;No;https://www.business-humanrights.org/en/budweiser-did-not-respond;https://www.business-humanrights.org/en/budweiser-part-of-anheuser-busch-inbev
Bulgari;Perfume | Luggage, backpacks & bags | Jewellery | Watch & clock | Hotel;Italy;Central African Republic | Ghana | Tanzania | Philippines;26;Feb;2018;"Report by Human Rights Watch alleges labour rights abuses & child labour in gold & diamond supply chains of global jewellery brands; incl. co responses";Labour: General;Yes;https://www.business-humanrights.org/en/response-by-bvlgari;https://www.business-humanrights.org/en/bulgari
Bunge;Agriculture & livestock;USA;USA;29;Mar;2017;"Bolivia & Brazil: Report and articles claim that Bunge, Burger King, Cargill and ADM are increasing deforestation & impacts on climate change; companies comment";Environment: General;Yes;https://www.business-humanrights.org/en/bunge-response-0;https://www.business-humanrights.org/en/bunge
Bunge;Agriculture & livestock;USA;Brazil;09;May;2014;Australia's banks investment in companies accused of land grab (Oxfam report, Apr 2014) - companies responses;Environment: General | Indigenous peoples | Labour: General | Land rights;Yes;https://www.business-humanrights.org/en/response-by-bunge-re-alleged-involvement-in-land-grabs-other-abuses;https://www.business-humanrights.org/en/bunge
Bunge;Agriculture & livestock;USA;Brazil;23;Jul;2013;"Brazil: Survival Intl. petition calling on Bunge to stop buying sugarcane produced in ancestral lands of the Guarani tribe; says indigenous were evicted and now live in appalling conditions";Indigenous peoples | Land rights;Yes;https://www.business-humanrights.org/en/bunge-response-to-items-raising-concerns-about-bunge’s-operations-in-land-allegedly-of-the-guarani-tribe-in-brazil;https://www.business-humanrights.org/en/bunge
Bunge;Agriculture & livestock;USA;USA;12;Sep;2012;Oxfam report raises concerns about impacts of Archer Daniels Midland, Bunge, Cargill & Louis Dreyfusyour trading activities on small farmers in poor countries;Poverty/Development/Economic & social rights: General | Right to food;Yes;https://www.business-humanrights.org/en/response-by-bunge-oxfam-report-raises-concerns-about-impacts-of-archer-daniels-midland-bunge-cargill-louis-dreyfus-trading-activities-on-small-farmers-in-poor-countries-their;https://www.business-humanrights.org/en/bunge
Burberry;Clothing & textile;United Kingdom;Serbia;19;Dec;2017;"Ukraine, Serbia & Hungary: Report by Clean Clothes Campaign details poverty wages & poor working conditions in garment factories producing for global brands; incl. co responses";Labour: General;Yes;https://www.business-humanrights.org/en/response-by-burberry-0;https://www.business-humanrights.org/en/burberry-part-of-gus
Burberry;Clothing & textile;United Kingdom;Turkey;22;Jan;2016;Responses by garment brands to our questionnaire on the treatment of Syrian refugees in Turkish supplier factories;"Migrant & immigrant workers | Labour: General | Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/en/response-by-burberry;https://www.business-humanrights.org/en/burberry-part-of-gus
