album,artist,country,label,year
The Earth Was Quacking,Matteo Gomez,US,Unfoundsound,2012.0
The Advent,Marc Romboy,Germany,Systematic (3),2012.0
Elektroküchenmusik Teil 1,Various,Germany,rheinTime Records,2009.0
Minimalism II,Terrence Dixon,Germany,Background,2000.0
Strutin' Remixes EP,Co-Fusion,Japan,Reel Musiq,1999.0
Libra E.P.,Petar Dundov,Belgium,Music Man Records,2002.0
Hypno Techno,Various,France,Omnisonus,1995.0
Artifakts (BC) - Extrakts From The Forthcoming Album,Plastikman,UK,NovaMute,1998.0
Same Circus Different Clown,David Keno,Germany,Hi Freaks,2008.0
Skream Remixes EP,Marc Ashken,UK,Leftroom,2007.0
$x=$moles*$avocadoes;,Kit Clayton,Germany,Background,1999.0
31-07-24 / Wonderpets,Jens Zimmermann,Germany,Snork Enterprises,2008.0
2,*,Germany,Hi Freaks,2008.0
Orbital / Substratum,Baitface,UK,Badimup,2012.0
Funky Martini EP,Pan/Tone,Germany,Background,2002.0
Echo Decay,Echo Decay,Australia,Polybonk,2008.0
I Knew It,Roberto Clementi,US,Unfoundsound,2009.0
Show Me Some Muscle E.P.,Dave Tarrida,Germany,Relax 2000 Records,2009.0
Mechanism EP,Fearful,UK,Diffrent Music,2015.0
Get Lost 03,Dinky,UK,Crosstown Rebels,2007.0
Game Over,Josh Winiberg,Germany,Kreislauf,2010.0
On The Far Side EP,*,Italy,Re««Wind,2007.0
Reminiscent Mood 2,Reminiscent Mood,Sweden,Phorma,2013.0
Incorporated 15,Various,France,Incorporated,2012.0
Elevate E.P.,QMen,Italy,Conform,1999.0
Ultimate Desert Ambassador,Lee Van Dowski & Quenum,UK,Soma Quality Recordings,2006.0
Shaking Trees,Joey Beltram,Germany,Harthouse Mannheim,2008.0
Gentlemen Jack EP,*,Germany,Perlon,2010.0
Mosquito,Channel X (2),Germany,Upon.You,2009.0
Hollow Hills,Riley Reinhold,Germany,My Best Friend,2010.0
Starbug 001 Remixed,Starbug (2),Germany,Starbugs Recordings,2009.0
Nervmusic - Chupakabra Mix,Sil (2),Russia,Algorythmik Records,2008.0
10diez10,Luciano,Switzerland,Cadenza Lab,2010.0
"<a class=""needs_changes"" href=""/master/809013-Lady-Collage/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",US,Orac Records,2006.0
Rosenkranz,Mike Ink,Finland,Sähkö Recordings,1994.0
Index,Parallel 9,Belgium,Music Man Records,2000.0
Planetrax Vol. 1,Disposable,Belgium,Diatomyc,1997.0
From The Deep EP,Spektre,UK,Respekt Recordings,2009.0
"<a href=""/master/163894-Seventynine/history#latest"">
<i class=""icon icon-info-circle""></i>
            Needs Vote        </a>","
",Switzerland,Cadenza,2009.0
Mr. Minimus EP,Pandemonium (10),Argentina,Miniatura Records,2009.0
Alba EP,Mihalis Safras,Germany,Trapez LTD,2011.0
White Shark,Mr.Dee,Russia,Deep-X Recordings,2012.0
Platz Rufus EP,La Place Au Soleil,Germany,Plong!,2006.0
Psychometry 1.1-3.2 Remixes By Thomas Brinkmann & Process,Akufen,Germany,Trapez,2002.0
Compresión,Sebastian Roya,Germany,Connaisseur Supérieur,2006.0
Suki EP,Barem,Netherlands,Phonocult,2007.0
Wishmountain,Wishmountain,"UK, Europe & US",Antiphon,1998.0
Mixte,Philippe Cam,Germany,Traum Schallplatten,2000.0
Electric Lime,Sound Sculpture Project,US,Qubit Sound,2008.0
Minimal Nation,Robert Hood,US,M-Plant,2009.0
Untitled,*,US,Docile Recordings,2012.0
Lost In Space,Entity,US,Resource Records,2002.0
Alleluyark Vol_1,Ark,France,Circus Company,2003.0
St. Emilion,*,Germany,Nummer-Schallplatten,2003.0
Too Much Leisure (Remix EP),Hansen & DJ Daniel,Denmark,Tic Tac Toe Records,2004.0
Waschbeckenbodengymnastik,Berk Offset,Germany,Snork Enterprises,2013.0
Concorde EP,Morten Fresh,Denmark,MIS Records,2004.0
Shinjuku Skyline,Simon Flower,Germany,Curl Curl,2007.0
Discord,Geoff White,Germany,Force Inc. Music Works,2003.0
Tora Bora,Toktok,Germany,Hörspielmusik,2003.0
Moveable Parts Chapter 1,Robert Hood,US,M-Plant,1995.0
AM - Receiver,Source Unknown,Germany,Tatsu Recordings,2001.0
Re:connected 005,Andreas Jørnvil,Denmark,Re:connected,2008.0
Born Again (Collected Remixes 1999-2005),Sutekh,UK,Leaf,2005.0
U Can Get Sonar,Matchbox (4),Germany,Kindisch,2008.0
Basking In The Brakelights,Baby Ford,Germany,Force Inc. Music Works,2003.0
Mary Jane Kelley,Akufen,Canada,Revolver Recordings,2000.0
Nice To Meet You EP,Daniele Papini,Germany,Systematic (3),2008.0
Pmf Acht,Frank Martiniq,Germany,Mehrwert Records,2000.0
Salmiakki,Sami Koivikko,Germany,Shitkatapult,2003.0
Disciple / Self Life,Victorville,Germany,Klang Elektronik,2007.0
Sound Travelling,Shinedoe,Netherlands,100% Pure,2006.0
Funkelnagelneu,Stereofunk (2),Germany,Bondage Music,2008.0
Toilettes In Nightclubs,Whim-Ee,Argentina,Miniatura Records,2009.0
Lift Off EP,Piet Bender,Germany,Fassade Records,2008.0
Plastic Facility,Solieb,Germany,Maschine,2005.0
Stock The Confusion,Nasty Chamber,Germany,Maschine,2007.0
Minimize To Maximize,Various,Canada,M_nus,2005.0
Watergate 01,Onur Özer,Germany,Watergate Records,2008.0
Im Wandel Der Zeit,Reinhard Voigt,Germany,Kompakt,2001.0
Getting Even,Losoul,Germany,Playhouse,2004.0
Mala Cosa,Christian Dittmann,Germany,Persona Records,2007.0
Behind The Stars,Pantha Du Prince,Germany,Dial,2009.0
Selfmade,Various,Germany,Yuki Yaki,2009.0
Bastard Language EP,Nihil Young,UK,8 Sided Dice Recordings,2009.0
Cities & Colors,Martin Hayes (3),Germany,Etui Records,2009.0
CN Tower,Jake Fairley,Germany,Sender Records,2001.0
Molecule,Monobox,France,Logistic Records,2003.0
Magik,Harry Axt,Germany,Grand Petrol Recordings,2006.0
The Ursupator,Hansen & DJ Daniel,Denmark,3rd Floor Records,2005.0
Static Bubbles,Phage & Daniel Dreier,Germany,Highgrade Records,2007.0
Lust,Jennifer Cardini,France,Human,2005.0
Cute & Cult,Agoria,Europe,Different,2005.0
Typerope EP,Mathew Jonson,Canada,Itiswhatitis Recordings,2003.0
Versionist Carmot,Deadbeat,Canada,Wagon Repair,2008.0
Dross Glop 1,Battles,UK & Europe,Warp Records,2012.0
The World Is Asleep,Agaric (2),Sweden,Kontra-Musik,2006.0
ForGS,Ono (13),Japan,elementperspective,2016.0
Overtone EP,Shawn Rudiman,US,Integrated Recordings,2003.0
Like A Pen,The Knife,Sweden,Rabid Records,2006.0
Schmuts EP,The Subliminal Kid,Netherlands,Ann Aimee,2008.0
New Horizon,Move D & Benjamin Brunn,Germany,Smallville Records,2008.0
Wander To Hell,Vaal (2),Italy,Afterlife (6),2016.0
Bulbshot,Bead,US,Chondritic Sound,2017.0
Focux,Taylor Deupree,Japan,Lantern,2011.0
Addict EP,Diss0nance,US,Unfoundsound,2006.0
Nighttime World Volume 1,Robert Hood,Austria,Cheap,1995.0
"<a href=""/master/18460-Escapements/history#latest"">
<i class=""icon icon-info-circle""></i>
            Needs Vote        </a>","
",Belgium,Music Man Records,2008.0
Fabric 39,Robert Hood,UK,Fabric (2),2008.0
Sunstroke,Trentemøller,Germany,Poker Flat Recordings,2005.0
Swirl,*,US,Ovum Recordings,2007.0
Wrong Way / Abysmal Depth,Abstract Elements,UK,Exit Records (7),2010.0
Moonapark EP,Seuil,Canada,New Kanada,2010.0
The Remixes Pt.05,Traversable Wormhole,Germany,CLR (2),2010.0
Expressions Remixes,Max Cooper,Germany,Traum Schallplatten,2010.0
Rumors,Ambivalent,Canada,M_nus,2010.0
Luna,*,Germany,Systematic (3),2011.0
Best Of Nadja Lind,Nadja Lind,Germany,Lucidflow,2011.0
Cryptic,F.l.o. (2),Lithuania,Cold Tear Records,2012.0
Compression E.P.,Jens Zimmermann,Germany,Snork Enterprises,2009.0
Knockz,DJ Ripper,Poland,Ecstasy Records,1999.0
Netwaves 3.31: Santos Resiak,Santos Resiak,Belgium,Netwaves,2009.0
Animal Territory,*,Germany,Shitkatapult,2008.0
Arsequake,Yonder Kids,Germany,Source Records (2),1999.0
Pullpush,*,Germany,M_nus,2009.0
Electronic Adventures,Richie Hawtin,UK,Mixmag,2006.0
Jawa,Jorge Ciccioli,Germany,Rrygular,2011.0
Misbehave / Sister 1,Den (2),UK,Multi Vitamins,2006.0
Goldseries 1,Man-D.A.,Italy,Goldseries,2007.0
Degenerate,Stewart Walker,US,Persona Records,2002.0
Waite Park,Paul Birken,US,HiPass,1999.0
Tulenkantaja,Uusitalo,Finland,Huume,2006.0
The Body Of Christ EP,D-Knox,UK,Magic Trax,1997.0
Life Signs EP,Todd Bodine,Germany,Tresor,2005.0
Lunar Specimen Part 1,*,Germany,Alpha,1998.0
Purple EP,Dario Zenker,Spain,Esperanza,2011.0
Cassecade EP,Michal Ho,Germany,Junion,2007.0
Un/Mute EP,Minz,Switzerland,Perspectiv,2007.0
On The Run,Gary Beck,UK,Edit Select Records,2009.0
Untitled,God Gun Zero,Germany,TV-Whatever,1997.0
No Lotion,Various,UK,Opal Tapes,2013.0
Walking On The Moog,Tom Novy,Germany,Parquet Recordings,2012.0
Keloid,Makaton,UK,Rodz-Konez,2001.0
The Right Time,Mark Henning,UK,Hypercolour,2009.0
Mainzelgroove,Klartraum,Germany,Lucidflow,2010.0
New Dawn EP,Sirko Mueller,UK,Rewired,2002.0
Circles EP,Samim & Michal,Germany,Kindisch,2007.0
High School Graffiti,*,US,Scion Audio/Visual,2011.0
Stream Horse,*,Germany,Laka,2008.0
Fire,Deepchild,Germany,Trapez,2010.0
The Hustler,Jack-Tronic,UK,Peacefrog Records,1994.0
Disco LP,Unit Moebius,Germany,Disko B,1995.0
Auge Um Auge,Heckmann & Henze,Germany,Federation Of Drums,2002.0
The Fly,Gecko,Germany,Wavescape,2005.0
+ - 0 (Plus Minus Null),Marow,Germany,Mille Plateaux,2011.0
Birds Of Pressure,Total Planet Refreshment,Germany,Kanzleramt,1996.0
Icke Wieder,Paul Kalkbrenner,Europe,Paul Kalkbrenner Musik,2011.0
OK,Alex Smoke,UK,Soma Quality Recordings,2005.0
Easy Forms,Misc.,Germany,Force Tracks,2001.0
"<a class=""needs_changes"" href=""/master/417067-Tanaka/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",Belgium,Music Man Records,1996.0
Labyrinths EP,El Kid,UK,No Corner,2014.0
Volkwein,Philipp Armbruster,Germany,Monaberry,2015.0
Never Again EP,Mark Broom,Netherlands,Playmobil Series,2008.0
The Surgeon General,Bob Ostertag,US,Eaux,2012.0
In Between,Marek Hemmann,Germany,Freude Am Tanzen,2009.0
Bolzplatz E.P.,T.Raumschmiere,Germany,Kompakt,2000.0
Schöne Neue Extrawelt,Extrawelt,Germany,Cocoon Recordings,2008.0
Spanish Breakfast,Rone,France,Infiné,2009.0
Fuse Presents Steve Bug,Steve Bug,Belgium,Music Man Records,2007.0
Time E.P.,youANDme,Germany,Snork Enterprises,2009.0
Blow It Out,Robert Armani,Italy,ACV,1995.0
Contact,Sven Väth,Europe,Virgin,2000.0
Ring,Koss,Japan,Soundofspeed,2001.0
Chronicles Of Never,Marcin Czubala,Germany,Mobilee,2008.0
Diorama,Dominik Eulberg,Germany,Traum Schallplatten,2011.0
Selected Works 1982-1992 ,The Tapes,UK,Ecstatic,2016.0
Swallowed Too Much Bass,Paris The Black Fu,Germany,Poker Flat Recordings,2009.0
Untitled,MRI,Germany,Force Tracks,2000.0
Untitled,Various,Germany,Force Lab,2000.0
King Of Bass,Frank Hunter,UK,Mono,2000.0
Ressurector,Obtane,US,Synewave,2008.0
Terse,*,US,Proper Trax,2013.0
Transfer,Ratio,Austria,Central,1995.0
Dutch Flowers,Plateau,US,Hypnotic,1997.0
REKIDS Mixed By Radio Slave,Radio Slave,Japan,P-Vine Records,2007.0
Tremors,Superskin,Austria,Sama Recordings,2014.0
A / B,Jens Zimmermann,Germany,Snork Enterprises,2009.0
Something Is Not Right,Jean-Paul Bondy,Germany,Compost Records,2006.0
Uno EP,Alex Young (5),Colombia,Kraft Records,2010.0
Medicine Show EP,DJ ESP,UK,Primevil,2002.0
Donut,M.A.N.D.Y. Vs. Booka Shade,UK,Living The Dream,2010.0
Inca EP,Minilogue,Germany,Wir,2007.0
Melodicuckoo,Miskate,France,"Roman,Photo",2006.0
Nueva York,Jesper Dahlbäck,Sweden,Blank LTD,1999.0
For Sunking,Astrophunk,Netherlands,Tracking You Down,1998.0
The Payback,Kareem,US,Zhark Recordings,1996.0
Under The Ground E.P.,Various,Germany,Feinwerk,2007.0
Cinemascope,Monolake,Germany,Monolake / Imbalance Computer Music,2001.0
Deep-X Vol.3,Various,Russia,Deep-X Recordings,2008.0
Groove - The Compilation Volume 2,Various,Germany,S3 Frankfurt,1997.0
Keimola E.P.,Kentolevi,Austria,Cheap,1996.0
Push,Thomas Gwosdz,Germany,Braintist Records,2000.0
2,Various,Germany,Indigo Silver Club,2010.0
Outer Space,Boris Brejcha,Germany,Harthouse Digital,2007.0
MDMemily / Fladdermus,Confetti Bomb,UK,Autoreply Music,2010.0
The Fridge,Alter Ego,Germany,Klang Elektronik,2003.0
Decoding The Hacker Myth Remixed Pt. 2,Alter Ego,Germany,Klang Elektronik,2006.0
Theken EP,Various,Germany,Eintakt,2007.0
The End Of Us,Hells Kitchen,Russia,Aura Music (3),2012.0
Be My Binge,Shaded (2),US,SCI + TEC Digital Audio,2012.0
Planetary Resources Vol 1,Various,Germany,Space (7),2013.0
Blind Spot,Lish,Italy,Stereoseven Plus,2010.0
Forward Funk,Monkey B,Germany,Snork Enterprises,2008.0
Cook It,Pornbugs,Germany,Bondage Music,2007.0
Minimal Techno 4,Marc Depulse,Germany,ZYX Music,2008.0
Jolie EP,Laps,Germany,Smallville Records,2007.0
Voidiov EP,Seph (2),Spain,11:00 a.m.,2007.0
She's A Drummer EP,Seuil,Germany,Einmaleins Musik,2007.0
Auftrieb EP,Alexander Roland,Germany,Karmarouge,2006.0
Klockworks 02,Klockworks,Germany,Klockworks,2012.0
Emilia EP,Microtrauma,Germany,Traum Schallplatten,2011.0
Psilence,Tomas Jirku,Canada,basic_sounds,2011.0
Happy Thursday EP,Ali Khan,Germany,Kahlwild,2007.0
Disco Nap,Marc Miroir,Germany,Paso Music,2011.0
MDRL 2,Roman Lindau,Germany,Fachwerk,2010.0
Delay 6,Sutekh,US,Delay,2002.0
Deception De Real (Remixes),Tim Xavier,US,Clink Music,2007.0
Only A Plant Can Help Me.,Marcoerre,US,Unfoundsound,2006.0
Dude Bond 334,Lee Van Dowski & Quenum,UK,Soma Quality Recordings,2006.0
do.mi.no 04,Marco Carola,Germany,Domestic Minimal Noise,2005.0
Slave To The Beat (Remixes),Eric Sneo,Germany,Terminal M,2006.0
Plane,Savinto,UK,Planet Rhythm Records,1997.0
Remixes,Planetary Assault Systems,Germany,Ostgut Ton,2009.0
Never Let Me Go,Evan Marc,Canada,Thoughtless Music,2007.0
Watson EP,Donor / Truss,Switzerland,Dilek Records,2009.0
Rotor EP,Tête,Germany,Innervisions,2010.0
NRSB Session,Bjørn Svin,Germany,Simple Muzik,2000.0
Selected-Edits 4,Various,UK,Select Edits Records,2014.0
Modern Dance,Jacek Sienkiewicz,Germany,Cocoon Recordings,2009.0
Don't Go Home EP,Kellerkind,Switzerland,Flash Recordings,2008.0
Sam Und Er / Womde!,Dario Zenker,Germany,Vakant,2008.0
Exit Sounds,c4 (10),Poland,Bellyofthehermitcrab Records,2008.0
Bar 25 Tage Ausserhalb Der Zeit,Various,Germany,BAR25,2012.0
Molloy EP,Douglas Greed,Germany,Elster Records,2006.0
Tin Of Worms,Baby Ford,UK,Autoreply Music,2009.0
Caim In Bird Form,Basic House,US,Digitalis Recordings,2013.0
Schraub E.P.,Keinzweiter,Germany,440Hz,2001.0
DNA Remixes Part 1,Andrea Crestani,Hungary,Minimal And Melodies Remixes,2009.0
Marianne,Matijay,Panama,Parsec Records,2010.0
SSREXTRA26,Sascha Müller,Germany,Super 6 Records,2014.0
SSREXTRA23,*,Germany,Super 6 Records,2014.0
160 Minutes Of Marco Bailey,Marco Bailey,Germany,T:Classixx,2004.0
2001-4,H.E.I.M. Elektronik,Germany,Holzplatten,1998.0
Liberacion EP,Luciano Esse & Toni D,UK,Safari Electronique,2009.0
DoradoAceiteMotor,Tadeo,Spain,Cmyk Musik,2006.0
Untitled,A Made Up Sound,Germany,Acido Records,2015.0
Now,Splinter,UK,Eukatech,1997.0
Playtime,Slander Fall,Russia,EXID RECORDS,2011.0
Debaya,Exercise One,Germany,Mobilee,2006.0
Esraj,Ahmet Sisman,Belgium,LesIzmo:r,2009.0
See You Around,Margaret Dygas,Germany,Non Standard Productions,2008.0
Bad Bass EP,*,Germany,Smallroom Music,2009.0
10th Part II,Various,Spain,Mindshake Records,2010.0
Narita,Svreca,Spain,Semantica Records,2015.0
Pacha - The World's Favourite Club - Summer 2010,Various,Switzerland,Sirup,2010.0
Io Teckno Style Vol 1,Various,Italy,Polena Records,2010.0
Since We Last Met,Ndf,UK,DFA,2010.0
Geschichten Aus Jemineh EP,Micha Klang,Germany,Glückskind Schallplatten,2007.0
Minimal Nation,Robert Hood,US,M-Plant,1999.0
Transphormer,Alter Ego,Germany,Klang Elektronik,2002.0
The Dance (Remixed 2),Sebastian Mullaert,Sweden,Kontra-Musik,2016.0
Pulse Locker EP,Josh Humphrey,Germany,Palette Recordings,2012.0
Condition EP,Audio Injection,France,Silent Steps Records,2011.0
"<a class=""needs_changes"" href=""/master/223267-Atlantis/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",Serbia,Sintegra Music,2007.0
Body Conscious,Max Duley,UK,ARC(ANE),2000.0
The End Has Begun,Joel Mull,US,Railyard Recordings,2007.0
Dependency 1-6,Pellarin,Germany,Yuki Yaki,2005.0
Museo Mix,Marcexl,Germany,Kreislauf,2007.0
The Right Side Of Life,Static (2),US,Indulge Records,1997.0
Raw Power,Ray Rellewnetsew,Germany,Boxhamster,2001.0
The Remixed,Jake,Germany,Combination Records,2005.0
Caos Trip,Brain Telescope,Italy,Models Inc.,1995.0
On The Road,Jacek Sienkiewicz,Germany,Cocoon Recordings,2011.0
Iceberg IV,Various,Canada,CCCLTD.CA,2015.0
Dancing In The Night,Tom Larson (2),Germany,Kreislauf,2007.0
Soul Static Bureau,Norken,UK,Beau Monde,1999.0
Minerals,Secret Cinema,Netherlands,Gem Records (6),2011.0
Slide EP,Sideshow,UK,Simple Records,2004.0
The Vegetarian,Puke Slaughter,Germany,Formic Records,1995.0
"<a class=""needs_changes"" href=""/master/174274-The-Compilation-EP-The-Third-Bass/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",Belgium,Re-load Records,1997.0
Habitat,Fabrizio Maurizi,Canada,M_nus,2009.0
Cosmic Sandwich,Steve Barnes,Germany,My Best Friend,2004.0
Micromix 72,Ferik,Italy,Micromix,2006.0
Micromix 70,Ferik,Italy,Micromix,2006.0
Woof Woof,Dan Deacon,UK,Amazing Sounds,2010.0
Gisela / Heidi,Thomas Brinkmann,Germany,Ernst,1998.0
Frozen Border 10,#.4.26.,UK,Frozen Border,2011.0
Deep Field Transmission,Sender Berlin,Germany,Snork Enterprises,2012.0
Evolve / Submerge,DVS1,US,HUSH (6),2011.0
Collaborations,Sutekh,Germany,Force Lab,2001.0
SP Sirona Family Mix,Various,France,Sirona-Records,2013.0
Polygon Bug,Maetrik,US,Iron Box Music,2007.0
Electric Mistress,Kamaflarge,UK,Tortured Records,1999.0
Mensico,Mensico,Spain,Múpa,2007.0
Endlich 50,Various,Germany,Super 6 Records,2010.0
Hidden Source,Daniele Papini,Germany,Break New Soil,2009.0
Batch 0000,R.E.C,UK,SM-LL,2015.0
Helen Cornell,Chelonis R. Jones,Germany,Systematic (3),2007.0
Fat Mama Roks E.P.,Luka & Lazo,Germany,Mo's Ferry Prod.,2005.0
Close Up - RMXs,Dapayk & Padberg,Germany,Mo's Ferry Prod.,2006.0
Waiting For So Long,K.atou,UK,Lick My Deck,2008.0
Many Things Can Distract ,Nacho Monetto,Germany,BlueCode Records,2010.0
The Road ,Annos Woland,Germany,BlueCode Records,2011.0
Mr.Nice / Cut The Crap,DJ Emerson,Germany,Spinclub Recordings,2008.0
Sentossa E.P,*,Germany,Nummer-Schallplatten,2009.0
"Not That, But This EP",John Tejada & Justin Maxwell,Germany,Trapez,2011.0
Deal With It,Spektre,Spain,Suruba Records,2008.0
The Climate Flu EP,Duckett,UK,Disappear Here,2007.0
Svart Och Eller Vit,*,Sweden,G-Force Records (5),1998.0
Helado En Globos E.P.,Funzion,Spain,11:00 a.m.,2008.0
Friends With Benefits Vol. 1,Various,Germany,Mineral Musica,2006.0
Oblivion,Manuel Fuentes,Germany,Minimal Sound Noise,2006.0
Tentacular,Bond & Blome,Germany,Sender Records,2006.0
Evaluated (An Album Of Remixes),TSTI,France,Desire Records (4),2014.0
Colorseries,Donnacha Costello,Germany,Minimise,2007.0
Post Office,Various,France,Telegraph,2002.0
Sense Place EP,Romano Alfieri,Italy,Globox,2008.0
Bugged Out Presents Suck My Deck,Damian Lazarus,UK,Resist Music,2005.0
03,Antisept,Germany,Trope Recordings,1997.0
"<a class=""needs_changes"" href=""/master/921844-The-Great-Confuso-EP/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",UK & US,Sacred Bones Records,2015.0
Rails,Atlas (19),UK,Wires,2010.0
One Force / Orakel,*,Germany,Overdrive,2007.0
Active Agent,Roland Bone,Germany,Harthouse Mannheim,2007.0
Spherique [Sferik],Emmanuel Top,UK,NovaMute,1996.0
At It,Shebuzzz,Hungary,Moira Audio Recordings,2016.0
Rote Boje - Mixture,Adda Schade,Germany,Different Trains Records,2012.0
"Horology 2 - Clockdva, The Future & Radiophonic Dvations",Clock DVA,Germany,Vinyl-on-demand,2015.0
Earthling,X-Rated Angels,Germany,Monostress Blue,1996.0
Housemusic / State Of Mind,*,Germany,Lo-Fi Stereo,2007.0
Lights From The Inside,Gregor Tresher,Germany,Break New Soil,2011.0
Doppelwhipper Rmxe,Gabriel Ananda,Germany,Platzhirsch Schallplatten,2007.0
Die Zauberhafte Welt Der Anderen,Voigt & Voigt,Germany,Kompakt,2013.0
Crystal,Coma (16),Germany,Kompakt,2009.0
The Four Seasons,Quenum,Belgium,Toys For Boys Records,2006.0
Novum,Benny Rodrigues,Germany,Smallville Records,2010.0
In The City,Various,Germany,Souvenir,2011.0
Concentricity Remixes,Stewart Walker,Germany,Persona Records,2007.0
Light And Dark Part Four,Mike Parker,UK,Light And Dark,2002.0
And Answer,*,Canada,M_nus,2006.0
More!,Booka Shade,Europe,Get Physical Music,2010.0
Internal Error Remixes,3ST vs. Dash,Germany,Rampe D,2001.0
Squeeks & Kaoss EP,Active Sense,US,Immigrant,2007.0
Desperado,Funk D'Void,UK,Soma Quality Recordings,2001.0
Anatomy,Anatomy (7),US,Not On Label (Anatomy (7) Self-Released),2018.0
Crumbs,Marc Neyen,Canada,Archipel,2007.0
Circo Loco @ DC10,Tania Vulcano,UK,Mixmag,2007.0
Aleae,Arandel,France,Infiné,2017.0
Balance Presents Electric_05,Emerson Todd,Australia,EQ Recordings,2010.0
Mandancer EP,Oliver Kapp,US,Indulge Records,1998.0
Black Pearl,Bloody Mary (3),Germany,Contexterrior,2009.0
Ooger,Oz Artists,Iceland,Æ Recordings,1998.0
"<a class=""needs_changes"" href=""/master/180085-Trapez-100/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",Germany,Trapez,2009.0
Untitled,AON Flux,Sweden,We Are,2005.0
Yage,Secret Werewolf,Canada,Steel City Records,1996.0
White Lice,Phil Kieran,UK,Soma Quality Recordings,2006.0
